ctrhp_1	ctrhp_2	ctrhp_3	CLKhp_1	CLKhp_2	CLKhp_3
chr13_41132168_41133247	123	117	143	149	130	174
chr13_41193910_41194970	90	96	123	141	111	133
chr13_41263232_41264001	54	68	70	82	61	77
chr13_41310671_41312191	121	126	138	140	131	131
chr13_41418660_41419050	19	23	26	21	25	31
chr13_41456986_41458053	54	49	46	52	43	58
chr13_41562079_41562864	20	27	44	42	32	37
chr13_41563773_41564221	11	19	21	22	13	15
chr13_41568670_41569415	33	32	35	45	43	59
chr13_41668063_41668495	15	11	22	22	17	30
chr13_41700758_41701382	37	33	37	40	38	62
chr13_41960599_41961499	41	52	65	64	56	77
chr13_42039774_42042051	116	157	192	171	154	188
chr13_42048488_42049712	64	71	83	75	60	68
chr13_42271184_42272975	185	199	264	262	232	269
chr13_43013808_43014654	57	43	44	79	36	49
chr13_43122595_43123312	32	31	29	57	31	42
chr13_43150165_43150996	59	82	89	90	62	83
chr13_43285648_43286571	72	79	77	82	78	94
chr13_43303033_43303373	12	17	16	19	13	10
chr13_43316910_43317417	20	18	22	29	30	27
chr13_43331693_43332104	18	23	30	26	29	14
chr13_43343300_43344264	66	96	92	104	98	121
chr13_43364144_43365152	32	24	37	40	40	48
chr13_43448579_43448910	12	13	14	22	18	21
chr13_43730823_43731430	23	21	35	30	18	33
chr13_43766724_43767908	36	65	82	77	44	59
chr13_43783742_43784113	18	25	20	19	13	23
chr13_43785555_43787814	136	164	199	182	131	176
chr13_43808792_43809172	13	13	18	24	16	13
chr13_44013650_44013995	11	12	22	19	14	22
chr13_44104156_44104465	15	13	15	19	18	18
chr13_44141528_44142918	97	95	116	117	109	116
chr13_44148147_44148650	12	21	20	22	16	22
chr13_44296830_44297480	29	43	39	58	28	46
chr13_44306032_44306585	11	14	32	23	19	23
chr13_44331922_44332932	50	51	52	52	59	55
chr13_44434501_44435940	53	59	62	68	63	69
chr13_44436530_44437396	60	67	76	73	67	82
chr13_44575520_44578545	250	266	342	341	264	334
chr13_44698055_44698424	23	17	15	22	21	24
chr13_44785487_44785774	9	9	16	12	15	11
chr13_44796939_44797437	11	15	33	20	8	22
chr13_44896021_44896330	15	15	21	20	13	15
chr13_44902659_44903164	30	26	32	40	34	41
chr13_44903407_44904010	32	26	54	36	32	47
chr13_44905022_44905415	7	21	18	23	15	20
chr13_44906658_44907215	25	24	36	37	31	41
chr13_44917503_44918923	136	133	158	137	129	136
chr13_44989101_44989975	55	38	59	54	55	68
chr13_45102049_45102788	24	22	31	28	42	35
chr13_45119998_45120921	30	42	48	41	50	52
chr13_45340299_45342041	151	151	164	182	157	172
chr13_45417597_45418999	94	89	115	112	86	111
chr13_45464557_45465505	83	86	98	109	92	117
chr13_45615465_45616035	17	28	40	36	29	42
chr13_45662089_45662403	15	14	13	16	16	12
chr13_45733012_45733824	35	24	24	38	25	37
chr13_45768750_45769677	41	34	49	54	58	49
chr13_45781440_45781984	18	23	28	29	19	28
chr13_45833722_45834435	26	23	39	26	34	33
chr13_45838205_45838689	19	22	23	18	21	28
chr13_46052205_46053214	48	63	72	68	67	77
chr13_46142730_46143379	39	41	39	60	45	65
chr13_46211650_46212056	13	16	18	32	19	23
chr13_46387055_46387564	15	17	22	19	22	17
chr13_46389736_46390544	46	47	73	49	50	60
chr13_46475554_46475978	14	13	8	20	11	18
chr13_46516908_46517393	28	30	29	41	28	35
chr13_46552724_46554874	92	99	129	148	117	106
chr13_46622835_46623260	25	42	28	43	28	36
chr13_46796520_46797720	67	73	73	78	79	104
chr13_46839244_46839841	21	20	24	31	20	24
chr13_46893873_46894744	33	36	66	57	44	57
chr13_46896754_46897201	20	20	33	23	29	35
chr13_47407880_47408352	31	31	35	53	41	44
chr13_47774007_47774454	12	20	18	21	22	29
chr13_47810815_47811213	18	14	20	30	15	26
chr13_48000650_48001846	56	59	91	91	67	105
chr13_48037355_48038451	115	135	156	162	150	176
chr13_48094774_48095564	52	47	82	63	57	66
chr13_48232784_48234168	74	73	91	111	81	113
chr13_48266818_48267552	17	28	23	27	21	27
chr13_48303268_48304284	60	65	87	96	85	98
chr13_48532194_48533538	123	139	148	188	138	155
chr13_48584941_48585852	36	33	39	37	36	40
chr13_48735400_48735847	15	17	25	15	18	22
chr13_48975403_48977147	150	160	196	188	146	204
chr13_49247586_49248575	47	42	62	60	53	58
chr13_49292798_49293076	12	9	10	17	13	17
chr13_49443702_49444793	119	132	176	176	158	167
chr13_49584839_49586147	61	55	72	80	75	85
chr13_49607129_49607450	7	11	15	19	8	9
chr13_49690803_49691838	73	73	83	80	90	96
chr13_49791418_49793493	185	191	201	220	185	202
chr13_49882967_49883907	51	53	52	58	37	50
chr13_49935793_49937051	89	84	98	97	95	120
chr13_49996164_49997790	66	54	88	86	64	76
chr13_50081433_50083113	94	90	110	97	69	110
chr13_50123506_50126800	263	273	319	337	267	299
chr13_50358267_50358758	15	18	17	16	21	21
chr13_50400377_50400744	19	23	32	17	28	34
chr13_50401139_50401532	12	14	22	21	20	20
chr13_50426781_50427279	31	25	32	34	28	43
chr13_50529155_50529870	41	35	59	48	53	54
chr13_50685536_50685982	20	22	19	21	26	22
chr13_50909606_50910677	44	48	38	47	51	47
chr13_50955537_50956250	29	38	40	30	29	48
chr13_50990163_50992075	114	141	153	152	106	166
chr13_51000524_51001100	33	36	39	53	33	43
chr13_51025419_51026302	66	62	88	88	61	85
chr13_51033443_51033965	21	20	18	22	20	35
chr13_51040947_51041532	25	29	36	38	25	36
chr13_51067240_51067777	19	22	28	21	14	23
chr13_51158538_51159306	25	22	32	24	20	33
chr13_51190153_51190412	10	10	7	15	14	14
chr13_51221877_51223084	64	42	88	65	54	80
chr13_51243886_51244325	17	12	25	22	18	14
chr13_51246428_51247380	56	55	81	92	84	78
chr13_51324646_51325457	16	27	30	32	31	35
chr13_51451274_51454017	236	236	279	299	237	288
chr13_51583416_51585503	242	258	285	293	246	298
chr13_51632761_51633638	23	40	48	50	38	41
chr13_51803439_51804464	58	61	74	72	64	87
chr13_51871342_51871695	17	15	17	27	17	20
chr13_51874613_51875218	31	43	38	54	44	47
chr13_51995891_51996421	21	16	34	32	28	29
chr13_52010964_52012716	151	162	190	206	189	214
chr13_52128510_52129358	38	33	31	50	42	47
chr13_52159123_52159813	32	34	54	36	43	61
chr13_52194002_52194875	57	42	59	65	45	52
chr13_52201411_52201889	19	26	35	30	32	19
chr13_52236061_52236545	13	23	35	29	29	38
chr13_52348088_52348492	18	21	29	25	19	22
chr13_52449781_52451275	117	131	171	154	138	176
chr13_52454903_52456111	115	119	146	160	129	161
chr13_52569973_52570291	14	18	23	23	18	13
chr13_52599827_52600655	23	33	24	30	29	33
chr13_52609193_52609642	21	12	15	26	23	17
chr13_52616987_52617823	45	50	62	61	58	57
chr13_52622403_52622751	11	11	22	22	15	14
chr13_52651932_52653356	201	202	249	247	228	259
chr13_52796967_52797542	39	32	52	46	42	54
chr13_52842472_52842901	28	35	32	37	40	52
chr13_52846702_52850288	137	153	182	181	158	193
chr13_52850667_52852001	49	47	75	70	60	50
chr13_52884550_52885262	33	39	43	32	19	41
chr13_52925153_52925581	14	14	27	20	20	15
chr13_53049996_53050636	32	45	41	53	42	54
chr13_53052799_53053038	9	5	18	14	11	13
chr13_53064423_53065287	33	39	43	50	39	63
chr13_53121238_53121646	13	11	15	17	13	15
chr13_53165194_53165610	15	17	19	25	16	20
chr13_53167441_53168102	36	37	33	65	40	52
chr13_53198412_53199529	55	68	59	70	67	82
chr13_53250154_53250653	21	21	17	30	27	34
chr13_53336515_53337112	30	39	42	40	42	54
chr13_53343348_53343608	11	13	20	18	19	14
chr13_53782453_53783110	28	23	30	32	31	39
chr13_53783575_53784046	11	11	19	29	22	27
chr13_53953224_53953627	13	11	22	19	16	17
chr13_54029721_54030191	14	20	18	24	15	28
chr13_54194246_54194830	26	43	54	56	39	43
chr13_54216219_54216657	16	13	23	20	21	23
chr13_54226907_54227271	10	15	18	15	16	16
chr13_54373304_54373949	13	21	22	26	34	30
chr13_54945980_54946298	13	14	13	22	15	18
chr13_56317932_56318295	11	16	22	19	16	24
chr13_57123546_57124262	32	33	52	38	42	43
chr13_57629394_57630497	91	94	129	111	103	113
chr13_57631260_57632878	49	65	84	66	75	70
chr13_57641579_57642012	16	11	9	19	11	14
chr13_57740732_57741477	31	30	28	42	36	43
chr13_57743202_57743761	37	47	44	41	40	47
chr13_57917882_57918440	23	26	39	36	40	39
chr13_58165503_58166178	40	39	34	49	37	42
chr13_58171418_58171992	23	23	23	37	22	27
chr13_59053841_59054289	38	26	26	28	36	32
chr13_59111779_59112933	54	57	91	96	65	78
chr13_59210497_59210897	10	20	23	17	18	23
chr13_59230580_59230930	24	28	21	21	26	37
chr13_59250426_59251480	52	72	80	78	64	94
chr13_59280255_59280842	27	40	28	42	24	44
chr13_59356760_59357113	19	20	19	21	23	24
chr13_59409193_59410156	65	64	64	78	86	89
chr13_59448296_59448612	11	15	17	17	13	14
chr13_59494301_59494823	17	18	20	24	20	32
chr13_59531800_59532083	12	13	16	14	22	22
chr13_59543309_59543673	18	21	23	25	22	27
chr13_59630946_59631651	21	30	33	29	28	30
chr13_59750636_59751438	80	90	104	114	88	108
chr13_59801276_59801684	19	23	27	15	19	24
chr13_60163498_60164559	110	123	151	152	129	159
chr13_60362458_60363569	34	37	33	45	24	48
chr13_60395781_60398518	255	243	313	323	283	364
chr13_60431172_60431419	12	17	13	16	15	22
chr13_60591281_60591813	24	25	40	39	30	36
chr13_60616412_60616949	14	19	29	34	18	34
chr13_60626772_60627435	43	51	58	48	58	50
chr13_60756197_60756693	11	17	27	13	16	17
chr13_60759357_60759922	30	22	33	46	37	30
chr13_60788284_60788974	9	16	20	20	36	28
chr13_61081661_61082453	31	55	50	56	39	40
chr13_61128723_61129522	47	56	63	69	55	66
chr13_61170581_61171349	48	51	49	56	46	62
chr13_61288754_61289128	10	15	23	17	14	22
chr13_61408192_61409306	44	86	54	84	55	82
chr13_61839411_61839992	22	23	35	25	29	40
chr13_63198090_63198468	31	17	23	29	22	24
chr13_63680611_63681077	22	21	23	33	31	35
chr13_63910389_63910932	24	37	34	35	35	41
chr13_64438127_64438597	17	23	24	24	33	25
chr13_64758303_64759086	31	38	43	37	40	49
chr13_65095139_65095555	26	27	31	34	22	35
chr13_65269311_65269741	13	16	19	23	18	28
chr13_65336810_65337562	27	31	60	46	43	48
chr13_65555688_65556580	34	44	46	46	35	49
chr13_65594273_65595125	45	55	58	59	49	66
chr13_65936693_65937606	46	40	50	60	40	50
chr13_65940584_65941124	23	30	33	32	41	38
chr13_66264999_66265365	11	9	22	22	18	15
chr13_66300911_66301551	57	50	64	65	59	68
chr13_66344807_66345657	23	34	35	32	25	38
chr13_66349008_66349662	37	49	47	60	55	80
chr13_66520778_66521307	19	22	28	22	16	21
chr13_66656999_66657890	69	72	77	95	77	108
chr13_66665907_66666308	13	19	20	23	26	22
chr13_66723595_66723998	12	21	31	24	21	23
chr13_66835015_66835632	34	36	42	39	41	50
chr13_66880041_66880481	16	21	17	30	23	15
chr13_66886255_66886830	17	22	36	24	20	19
chr13_66886994_66887411	26	23	22	30	32	35
chr13_67023489_67023794	13	15	13	17	11	14
chr13_67063093_67063448	11	14	28	21	15	20
chr13_67087553_67088042	22	24	15	28	20	26
chr13_67224027_67224543	23	27	34	26	23	28
chr13_67226269_67227785	66	101	78	105	94	119
chr13_67229295_67231706	189	221	275	232	233	269
chr13_67281122_67281488	11	13	14	21	16	23
chr13_67297883_67298663	13	27	41	35	31	28
chr13_67630668_67631231	41	39	27	48	42	60
chr13_67736448_67737385	49	60	94	68	72	66
chr13_67792054_67792608	21	16	17	18	17	19
chr13_68176536_68176827	13	13	12	17	19	22
chr13_68214868_68215467	19	20	26	21	20	21
chr13_68253997_68254430	7	20	21	18	21	25
chr13_68727218_68728372	73	94	111	120	96	100
chr13_69459399_69459755	18	19	15	24	27	30
chr13_69461229_69461806	27	23	25	30	27	26
chr13_70080000_70080389	19	27	31	30	35	41
chr13_70124537_70125053	17	28	25	27	24	28
chr13_71149555_71149985	23	12	15	28	17	32
chr13_71241954_71242758	56	59	67	86	62	83
chr13_71464786_71465055	15	16	25	22	19	15
chr13_71522872_71523417	13	25	31	37	20	36
chr13_71546960_71547445	25	22	23	32	28	39
chr13_71624680_71625333	27	32	27	33	28	42
chr13_71751083_71751448	13	15	11	19	13	20
chr13_71759667_71760633	57	58	70	56	61	64
chr13_71801903_71802182	16	18	20	25	15	18
chr13_71864712_71866684	75	67	117	117	94	101
chr13_71867095_71867738	26	37	45	35	28	34
chr13_72141949_72142670	16	19	30	35	29	19
chr13_72156709_72157240	18	23	20	28	25	27
chr13_72726815_72728355	167	164	206	239	182	236
chr13_72781241_72782642	117	152	165	180	141	182
chr13_73058366_73059803	129	122	174	168	148	178
chr13_73235241_73235797	17	21	30	21	18	27
chr13_73596371_73596836	20	26	18	26	20	29
chr13_73657643_73658696	94	100	133	101	104	130
chr13_73765432_73766621	73	94	113	104	109	99
chr13_73767054_73767569	22	19	27	34	25	30
chr13_73782544_73783079	21	33	31	34	37	39
chr13_73945898_73946303	17	17	18	19	20	25
chr13_74074740_74075240	26	20	24	26	17	28
chr13_74132770_74136448	234	223	268	309	242	276
chr13_74286860_74287394	21	29	32	25	30	29
chr13_74287448_74288966	81	71	108	101	80	113
chr13_74289977_74291061	63	73	89	108	82	105
chr13_74325178_74325624	20	16	12	20	14	20
chr13_74464672_74465189	25	26	24	37	21	23
chr13_74466890_74467206	16	12	25	14	15	12
chr13_74555217_74556463	27	43	54	47	33	64
chr13_74575101_74576429	126	123	163	168	128	153
chr13_75043553_75044456	49	59	56	59	48	60
chr13_75170336_75170786	14	10	28	18	16	26
chr13_75195596_75196848	42	41	65	66	64	71
chr13_75217940_75218356	21	20	32	36	24	36
chr13_75219553_75220143	22	25	21	45	38	36
chr13_75271271_75271567	11	17	12	11	16	19
chr13_75353589_75354033	15	28	34	25	25	30
chr13_75480818_75482807	113	141	173	175	167	184
chr13_75537362_75538589	107	94	118	136	129	121
chr13_75549010_75550240	99	90	145	138	114	128
chr13_75635670_75636646	20	27	47	37	38	53
chr13_75812685_75813162	15	11	22	20	15	28
chr13_76289456_76289973	44	42	43	58	58	64
chr13_76386926_76387465	23	19	23	32	42	43
chr13_76489093_76489805	27	34	31	40	34	31
chr13_76499836_76500458	43	41	47	46	44	53
chr13_76570333_76571039	32	43	65	40	45	50
chr13_76619471_76620414	35	51	51	48	62	68
chr13_76622363_76623274	41	56	44	52	38	54
chr13_76635479_76636191	53	46	43	57	41	71
chr13_76711526_76711964	11	12	31	23	22	24
chr13_76848543_76848949	10	11	18	23	16	17
chr13_76885062_76887307	165	178	208	238	186	217
chr13_76980137_76980402	16	15	14	12	14	15
chr13_76991611_76992964	92	103	115	111	104	127
chr13_77026134_77027667	106	114	141	149	118	153
chr13_77028282_77028520	8	15	16	14	10	12
chr13_77031860_77032153	11	10	23	12	16	17
chr13_77035830_77036740	47	55	85	63	61	65
chr13_77325541_77328052	153	158	187	198	161	220
chr13_77328629_77330231	127	124	155	162	144	156
chr13_77478242_77479519	84	87	92	79	75	97
chr13_77480011_77480363	19	8	24	20	11	13
chr13_77492751_77493566	74	82	67	89	73	83
chr13_77544325_77544747	23	23	31	29	33	27
chr13_77574161_77574620	12	16	17	27	13	23
chr13_77583701_77584978	64	84	88	93	62	91
chr13_77606474_77606974	25	33	25	42	28	39
chr13_77614350_77615606	69	87	96	111	62	112
chr13_77637626_77638146	13	17	23	27	18	32
chr13_77645687_77646413	40	39	39	32	32	44
chr13_77695835_77696218	11	13	19	15	18	13
chr13_77696859_77699082	150	146	182	172	161	191
chr13_77740830_77741402	21	16	21	28	18	25
chr13_77832511_77833149	25	28	33	29	29	26
chr13_77833292_77833867	26	33	42	38	38	33
chr13_77853359_77854180	46	45	58	46	53	67
chr13_77918490_77919882	47	45	80	75	67	73
chr13_77971786_77972060	15	11	14	12	11	20
chr13_78133337_78134107	31	41	43	48	33	63
chr13_78137539_78138142	19	31	27	24	24	25
chr13_78401797_78403116	71	88	93	91	84	94
chr13_78603236_78603746	16	19	22	19	24	30
chr13_78658362_78659859	71	72	93	82	78	99
chr13_78712737_78713245	17	13	20	32	22	30
chr13_79281141_79281897	49	51	61	57	61	61
chr13_79405505_79406823	92	107	121	118	95	118
chr13_79478010_79478525	18	20	26	31	17	29
chr13_79480815_79481946	90	94	126	125	114	130
chr13_79659197_79659772	26	43	41	51	35	44
chr13_79782557_79783208	25	32	52	49	39	48
chr13_79936087_79937170	73	77	103	95	87	90
chr13_79946545_79946965	22	13	25	22	17	27
chr13_80009728_80011243	87	100	126	137	84	123
chr13_80040204_80040934	28	39	26	27	31	30
chr13_80048816_80049137	13	10	16	22	14	17
chr13_80083130_80084776	63	74	61	85	79	94
chr13_80132727_80133220	22	18	37	36	32	33
chr13_80140826_80141611	34	28	54	37	43	33
chr13_80338734_80339583	40	37	44	32	39	43
chr13_80339940_80342206	148	159	206	202	176	203
chr13_80342434_80343353	37	34	53	52	52	64
chr13_80436584_80437150	15	22	19	23	22	17
chr13_80562716_80562983	14	14	12	24	13	29
chr13_80684156_80685014	29	30	30	35	33	38
chr13_80755811_80756378	13	13	15	26	28	34
chr13_80865171_80865667	12	25	18	18	17	23
chr13_80945359_80945722	12	15	22	20	13	27
chr13_80979104_80979372	16	18	10	17	13	16
chr13_80988550_80989314	49	61	79	68	69	86
chr13_81048110_81048469	11	12	14	29	15	19
chr13_81171120_81171370	13	16	9	18	13	18
chr13_81402670_81403226	31	25	23	35	30	26
chr13_81779931_81780333	12	12	16	17	13	16
chr13_82220666_82220993	10	19	20	30	22	25
chr13_82878351_82879132	26	41	43	50	41	42
chr13_82900145_82900987	50	49	44	75	64	71
chr13_83825513_83826224	31	38	39	47	39	59
chr13_84121496_84121824	15	12	16	19	14	16
chr13_84139548_84140069	17	23	27	22	24	26
chr13_84315423_84316190	39	56	51	69	53	50
chr13_84319470_84320080	33	16	21	36	32	38
chr13_84430218_84430759	11	19	29	28	18	22
chr13_86098400_86098827	15	18	15	21	11	24
chr13_86446319_86446743	11	14	17	28	18	22
chr13_87128026_87128398	22	22	38	36	37	38
chr13_87622975_87623419	18	16	16	19	15	10
chr13_87656121_87656721	28	18	27	30	26	37
chr13_87670905_87672438	108	95	122	111	124	137
chr13_87851390_87851989	28	25	32	31	29	26
chr13_87884824_87885386	46	38	51	57	46	55
chr13_88908995_88909456	16	17	28	33	21	31
chr13_88979773_88980108	18	22	14	32	20	23
chr13_89214160_89214650	11	21	16	24	15	31
chr13_89565635_89566197	23	24	20	23	23	30
chr13_89688763_89689518	45	47	60	59	53	68
chr13_90502153_90502717	17	22	18	39	27	27
chr13_90605619_90606113	15	20	16	17	14	24
chr13_90717412_90717902	25	22	35	37	32	23
chr13_90918433_90918846	24	12	14	15	16	14
chr13_91346931_91349488	264	251	317	341	321	344
chr13_91398244_91399167	57	37	68	64	56	81
chr13_91544824_91545198	12	14	23	17	17	18
chr13_91599359_91600104	40	46	37	47	41	64
chr13_91647512_91648114	26	21	31	34	28	42
chr13_91740641_91741158	17	27	24	15	17	25
chr13_91747300_91747570	7	11	15	17	14	13
chr13_91773605_91774527	20	29	43	27	39	41
chr13_91790666_91791192	19	14	18	13	21	29
chr13_93075495_93076079	25	28	27	26	19	30
chr13_93226280_93228990	162	175	225	207	201	228
chr13_93309921_93310435	14	23	21	25	16	25
chr13_93415980_93416350	16	15	11	15	18	16
chr13_93851123_93851549	15	20	22	24	25	30
chr13_94128301_94128886	45	39	37	53	31	40
chr13_94154384_94154743	9	17	26	21	22	25
chr13_94157798_94158369	19	24	25	22	26	34
chr13_94169411_94170592	40	34	48	62	47	46
chr13_94312632_94313402	24	21	26	38	43	48
chr13_94362223_94362709	19	20	20	33	20	25
chr13_94435669_94435994	10	19	16	16	19	21
chr13_94479443_94480210	37	35	45	41	39	49
chr13_94548716_94550295	89	78	116	107	101	95
chr13_94595925_94596595	38	47	58	63	55	60
chr13_94601479_94602445	76	81	115	110	103	116
chr13_94706431_94707891	125	135	205	134	159	177
chr13_94707956_94708787	42	54	56	55	40	50
chr13_94710953_94713871	124	121	145	136	104	146
chr13_94825435_94826131	45	69	74	85	58	62
chr13_94859253_94859621	18	8	31	21	26	23
chr13_94947945_94948500	28	23	52	37	46	45
chr13_94966459_94966920	23	25	32	52	39	37
chr13_95073560_95074134	34	38	67	43	40	45
chr13_95128008_95128490	13	16	30	23	22	20
chr13_95216710_95217137	15	14	14	25	19	25
chr13_95300666_95301992	64	76	92	90	87	84
chr13_95380579_95381024	19	17	33	28	15	21
chr13_95387656_95388369	48	62	60	76	57	56
chr13_95497249_95497899	61	60	87	89	74	90
chr13_95540896_95541345	20	15	25	28	26	25
chr13_95604177_95604797	24	27	21	32	36	42
chr13_95643757_95645091	74	66	99	83	81	87
chr13_95671511_95672157	14	21	34	27	29	46
chr13_95676352_95677963	191	217	215	263	204	272
chr13_95834167_95834483	9	12	15	21	14	13
chr13_96052672_96053933	87	79	119	98	110	125
chr13_96089911_96091126	51	51	68	57	55	75
chr13_96776570_96777385	26	35	36	43	41	47
chr13_96781007_96781577	23	29	33	33	31	32
chr13_96904215_96904911	28	35	41	39	22	41
chr13_97018078_97018685	25	23	31	33	28	32
chr13_97109885_97110377	29	27	40	40	35	33
chr13_97113524_97113992	26	19	27	23	24	29
chr13_97194448_97194908	15	16	27	13	23	24
chr13_97221892_97222893	61	82	98	101	87	108
chr13_97308117_97308736	11	20	19	20	16	21
chr13_97397583_97398023	21	18	15	21	18	28
chr13_97429658_97430236	17	29	38	24	29	37
chr13_97432215_97435351	416	419	487	473	466	499
chr13_97572905_97573485	25	19	29	38	28	44
chr13_97629576_97630162	22	19	25	30	15	29
chr13_97751455_97752010	24	21	23	28	30	44
chr13_97975517_97977315	135	149	192	201	165	190
chr13_98021881_98022748	21	39	44	36	30	42
chr13_98116020_98116306	13	11	22	20	16	18
chr13_98142438_98144036	100	95	138	146	113	134
chr13_98285321_98285894	24	27	28	30	32	30
chr13_98291649_98292186	12	17	32	28	14	34
chr13_98327524_98328303	29	29	50	38	29	38
chr13_98390225_98390803	27	31	31	29	31	28
chr13_98405024_98405463	19	21	27	28	20	26
chr13_98450419_98451312	39	38	55	47	46	39
chr13_98451570_98452091	20	19	24	24	32	32
chr13_98454245_98454891	23	16	19	35	28	28
chr13_98507191_98507781	14	14	37	27	19	30
chr13_98576034_98577821	87	91	130	113	110	117
chr13_98653430_98653707	10	14	10	14	9	11
chr13_98697838_98698217	11	14	16	6	21	14
chr13_98878358_98878957	17	23	17	23	26	27
chr13_98959569_98960477	56	66	70	88	79	85
chr13_98977755_98978354	19	16	23	27	26	23
chr13_99062518_99063137	26	28	33	36	22	35
chr13_99086092_99088232	98	110	140	125	104	130
chr13_99103410_99103914	15	25	21	23	27	29
chr13_99199923_99201700	129	120	156	157	137	157
chr13_99498472_99499021	28	31	36	36	42	35
chr13_99500832_99502385	95	108	142	134	104	119
chr13_99605906_99607098	32	46	61	64	60	54
chr13_99677024_99677931	31	39	41	44	43	39
chr13_99749506_99750258	15	25	26	17	27	29
chr13_99797494_99798405	96	107	94	118	94	119
chr13_99959949_99960272	14	16	35	27	19	23
chr13_99969451_99972313	131	165	181	196	151	176
chr13_99979164_99983199	216	252	319	278	217	265
chr13_100088506_100089653	85	94	117	120	104	141
chr13_100100158_100100852	27	23	48	48	37	41
chr13_100510152_100510938	49	70	55	86	67	77
chr13_100514867_100515143	14	16	20	22	16	25
chr13_100530566_100531513	56	65	56	75	65	86
chr13_100550442_100550826	17	9	15	21	15	17
chr13_100630511_100630943	14	21	19	26	19	24
chr13_100650037_100651059	82	88	96	123	102	126
chr13_100657806_100658273	21	26	36	30	31	48
chr13_100665872_100666660	30	33	47	29	44	48
chr13_100673484_100675683	217	194	249	242	207	245
chr13_100789185_100790154	67	88	109	91	81	100
chr13_100810960_100812360	99	126	123	139	111	130
chr13_100818781_100819142	21	18	38	26	31	31
chr13_100853587_100854404	33	26	35	37	29	50
chr13_100940507_100941042	29	26	21	26	25	30
chr13_100954663_100955292	18	25	28	39	29	32
chr13_100987829_100988351	22	29	38	30	24	38
chr13_101053190_101053722	21	20	18	28	19	20
chr13_101289574_101290488	50	77	68	65	71	91
chr13_101416086_101417170	39	56	65	77	66	95
chr13_101474324_101474944	21	25	26	36	32	33
chr13_101679976_101680765	45	46	39	56	54	68
chr13_101875836_101876531	28	24	17	28	31	47
chr13_101916471_101916726	12	12	16	18	12	19
chr13_102012395_102013158	33	41	41	56	44	55
chr13_102033776_102034329	14	15	18	25	22	26
chr13_102393939_102395087	74	94	99	123	113	122
chr13_102537177_102537707	19	18	24	28	24	30
chr13_102591948_102592797	37	44	69	55	46	57
chr13_102596018_102597943	122	141	164	172	149	183
chr13_102642487_102642839	16	13	21	22	20	27
chr13_102707479_102707959	25	21	19	31	17	26
chr13_102715068_102715706	31	32	48	54	42	68
chr13_102773032_102774230	82	84	117	103	99	103
chr13_102798459_102800945	150	180	192	216	195	224
chr13_102845327_102846560	106	118	136	144	116	127
chr13_102870579_102871076	15	20	17	20	12	19
chr13_102913826_102914273	21	21	28	26	18	26
chr13_102948103_102948391	12	14	16	21	18	19
chr13_103066783_103067431	18	27	24	32	37	34
chr13_103883103_103883639	32	31	39	36	32	33
chr13_103989963_103990392	16	25	19	30	20	37
chr13_104006461_104007168	52	55	43	55	57	62
chr13_104140057_104141087	39	54	51	54	33	57
chr13_104239973_104240864	28	48	38	47	40	38
chr13_104301075_104301886	31	36	33	42	37	42
chr13_104436281_104437154	36	52	45	65	41	45
chr13_104458766_104459303	26	36	31	33	36	47
chr13_104491536_104492410	51	56	49	61	41	67
chr13_104571523_104571968	16	26	37	25	20	23
chr13_104597571_104598240	20	32	38	30	28	32
chr13_104614276_104614733	16	20	24	35	29	23
chr13_104646832_104647372	19	28	27	19	30	23
chr13_104717193_104717763	23	31	25	28	32	26
chr13_105050752_105051076	15	9	24	22	13	17
chr13_105359154_105359635	7	17	16	19	27	23
chr13_105363479_105364323	40	51	49	53	43	66
chr13_105834353_105834989	13	14	31	24	22	33
chr13_105843328_105844030	22	26	23	36	16	38
chr13_105847518_105848196	30	28	32	44	19	35
chr13_105906739_105907209	10	18	21	20	17	14
chr13_105960210_105960956	34	43	42	62	52	63
chr13_105991559_105992066	22	21	43	28	37	27
chr13_106089117_106090385	92	86	98	105	90	111
chr13_106100203_106100947	22	24	41	25	29	33
chr13_106104008_106104827	48	59	61	56	56	52
chr13_106118841_106119350	11	14	17	33	15	21
chr13_106232558_106233680	75	81	86	91	84	104
chr13_106245998_106247612	110	165	151	167	135	175
chr13_106277343_106278251	48	64	54	54	39	68
chr13_106348998_106350505	88	108	93	120	105	135
chr13_106468031_106468684	26	31	49	44	43	53
chr13_106523583_106524012	19	14	22	29	21	26
chr13_106527860_106528279	16	21	26	21	19	23
chr13_106532941_106533709	23	28	44	49	35	45
chr13_106533814_106536847	263	279	324	321	274	305
chr13_106567410_106568774	98	118	122	133	113	126
chr13_106680578_106681680	39	47	63	64	46	64
chr13_106796245_106797024	17	26	33	44	26	37
chr13_106917690_106918546	31	41	48	52	44	68
chr13_107138681_107139335	25	30	38	38	27	33
chr13_107205356_107205641	15	13	28	21	21	26
chr13_107210850_107211463	26	24	33	39	28	46
chr13_107379004_107379750	17	19	18	34	24	40
chr13_107866151_107866650	23	19	19	33	24	34
chr13_107866807_107868177	44	43	52	62	67	63
chr13_107868194_107868536	20	20	24	21	25	21
chr13_107977059_107977677	35	30	31	46	35	45
chr13_108120179_108121112	45	46	69	78	56	77
chr13_108213952_108214813	25	22	29	26	22	34
chr13_108215392_108216054	63	63	67	79	71	73
chr13_108217836_108219096	81	97	138	124	121	127
